Customer ID,Item Purchased,Category,Purchase Amount (USD),Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1813,Boots,Footwear,63,S,Blue,Summer,4.9,No,Express,No,No,18,PayPal,Bi-Weekly
1814,Shorts,Clothing,62,M,Olive,Spring,3.5,No,Free Shipping,No,No,24,PayPal,Weekly
1815,Jeans,Clothing,92,M,White,Summer,3.8,No,Free Shipping,No,No,24,Cash,Quarterly
1816,Shoes,Footwear,72,L,White,Winter,4.5,No,2-Day Shipping,No,No,48,Credit Card,Every 3 Months
1817,Hat,Accessories,79,M,Purple,Summer,4,No,Express,No,No,4,Cash,Weekly
1818,T-shirt,Clothing,27,M,White,Summer,4.7,No,Free Shipping,No,No,20,Cash,Weekly
1819,Sunglasses,Accessories,39,M,White,Fall,3.8,No,Express,No,No,47,Debit Card,Every 3 Months
1820,Socks,Clothing,86,S,Peach,Spring,4.5,No,Next Day Air,No,No,50,Cash,Quarterly
1821,Shirt,Clothing,94,XL,Gold,Fall,5,No,Express,No,No,31,PayPal,Monthly
1822,Shorts,Clothing,53,M,Teal,Spring,2.8,No,Express,No,No,29,PayPal,Quarterly
1823,Shirt,Clothing,85,S,Cyan,Summer,4.4,No,Standard,No,No,4,Cash,Annually
1824,Socks,Clothing,50,L,Pink,Fall,4.7,No,Free Shipping,No,No,40,Bank Transfer,Bi-Weekly
1825,Pants,Clothing,47,XL,Magenta,Winter,3.8,No,Express,No,No,31,Cash,Monthly
1826,Boots,Footwear,75,M,Pink,Winter,4.9,No,Next Day Air,No,No,41,Credit Card,Weekly
1827,T-shirt,Clothing,60,M,Turquoise,Winter,4.2,No,Express,No,No,44,Debit Card,Annually
1828,T-shirt,Clothing,36,S,Pink,Spring,4.9,No,2-Day Shipping,No,No,31,Bank Transfer,Weekly
1829,Coat,Outerwear,80,L,Gray,Spring,3.9,No,Express,No,No,45,Cash,Every 3 Months
1830,Hat,Accessories,96,M,White,Spring,4.9,No,2-Day Shipping,No,No,50,Credit Card,Quarterly
1831,Sunglasses,Accessories,80,M,Blue,Winter,4.8,No,Express,No,No,7,Venmo,Annually
1832,Blouse,Clothing,71,M,Cyan,Summer,3.3,No,Free Shipping,No,No,5,Bank Transfer,Every 3 Months
1833,Jewelry,Accessories,29,M,Blue,Fall,4.6,No,Free Shipping,No,No,48,Cash,Monthly
1834,Jewelry,Accessories,53,M,Yellow,Spring,4.5,No,2-Day Shipping,No,No,19,PayPal,Fortnightly
1835,Skirt,Clothing,35,M,Charcoal,Summer,4.1,No,2-Day Shipping,No,No,39,Venmo,Fortnightly
1836,Scarf,Accessories,75,M,Lavender,Fall,3.2,No,2-Day Shipping,No,No,45,Credit Card,Quarterly
1837,Pants,Clothing,52,M,Teal,Fall,4.2,No,2-Day Shipping,No,No,35,Credit Card,Monthly
1838,Hat,Accessories,77,M,Beige,Winter,4.8,No,Free Shipping,No,No,8,Venmo,Monthly
1839,Gloves,Accessories,24,L,Blue,Fall,4.1,No,Next Day Air,No,No,11,Credit Card,Quarterly
1840,Shirt,Clothing,78,XL,Purple,Winter,3.7,No,Store Pickup,No,No,32,Cash,Annually
1841,Sandals,Footwear,98,M,Gold,Winter,2.6,No,Store Pickup,No,No,46,Bank Transfer,Every 3 Months
1842,Socks,Clothing,57,L,Blue,Winter,3,No,Standard,No,No,7,PayPal,Every 3 Months
1843,Handbag,Accessories,78,M,Black,Summer,4.4,No,Express,No,No,1,Debit Card,Annually
1844,Jacket,Outerwear,76,M,Charcoal,Fall,4.7,No,Next Day Air,No,No,32,Credit Card,Monthly
1845,Shorts,Clothing,26,M,Purple,Spring,2.7,No,2-Day Shipping,No,No,31,Credit Card,Annually
1846,Sandals,Footwear,78,M,Orange,Winter,2.8,No,2-Day Shipping,No,No,39,Bank Transfer,Quarterly
1847,Scarf,Accessories,53,M,Yellow,Summer,2.9,No,Standard,No,No,9,Venmo,Quarterly
1848,Sandals,Footwear,100,XL,Cyan,Summer,4.4,No,Free Shipping,No,No,49,Credit Card,Weekly
1849,Jeans,Clothing,73,XL,Yellow,Winter,2.7,No,Express,No,No,34,Cash,Every 3 Months
1850,Skirt,Clothing,40,M,Maroon,Winter,4.5,No,Store Pickup,No,No,35,Bank Transfer,Monthly
1851,Gloves,Accessories,76,S,Black,Winter,2.8,No,Store Pickup,No,No,50,Debit Card,Weekly
1852,Skirt,Clothing,80,S,Lavender,Fall,3.1,No,Free Shipping,No,No,4,Bank Transfer,Fortnightly
1853,Sweater,Clothing,80,XL,Violet,Winter,3.8,No,Store Pickup,No,No,32,Cash,Weekly
1854,Blouse,Clothing,67,XL,Olive,Spring,2.9,No,Express,No,No,11,PayPal,Fortnightly
1855,Sweater,Clothing,61,M,Teal,Spring,3.8,No,Express,No,No,49,Credit Card,Annually
1856,Shirt,Clothing,76,XL,Teal,Spring,4.7,No,Standard,No,No,9,Cash,Annually
1857,Jewelry,Accessories,55,XL,Beige,Summer,3.2,No,Free Shipping,No,No,30,PayPal,Bi-Weekly
1858,T-shirt,Clothing,85,L,Maroon,Summer,4,No,Next Day Air,No,No,33,Cash,Monthly
1859,Scarf,Accessories,69,S,Peach,Spring,4.9,No,2-Day Shipping,No,No,8,Debit Card,Annually
1860,Belt,Accessories,26,L,Beige,Summer,3.7,No,Store Pickup,No,No,29,Debit Card,Fortnightly
1861,T-shirt,Clothing,64,M,Silver,Summer,4.8,No,Next Day Air,No,No,4,Credit Card,Monthly
1862,Sneakers,Footwear,60,S,Peach,Fall,3.6,No,Standard,No,No,19,Debit Card,Monthly
1863,Gloves,Accessories,36,M,Turquoise,Winter,4.6,No,Express,No,No,10,PayPal,Fortnightly
1864,Sandals,Footwear,21,L,Orange,Spring,4.3,No,2-Day Shipping,No,No,39,Debit Card,Monthly
1865,Backpack,Accessories,72,S,Cyan,Fall,3.2,No,2-Day Shipping,No,No,21,Venmo,Quarterly
1866,Pants,Clothing,62,S,Silver,Summer,3.8,No,Store Pickup,No,No,12,Bank Transfer,Monthly
1867,T-shirt,Clothing,44,XL,Gold,Winter,4.2,No,Standard,No,No,9,Credit Card,Fortnightly
1868,Skirt,Clothing,52,M,Brown,Fall,3.4,No,2-Day Shipping,No,No,20,Venmo,Quarterly
1869,Gloves,Accessories,58,M,Silver,Spring,4.7,No,Next Day Air,No,No,44,Cash,Fortnightly
1870,Blouse,Clothing,77,S,Beige,Spring,3.9,No,2-Day Shipping,No,No,16,Debit Card,Every 3 Months
1871,Blouse,Clothing,99,L,Violet,Spring,4.3,No,Store Pickup,No,No,27,Debit Card,Fortnightly
1872,Jeans,Clothing,96,XL,Violet,Fall,2.7,No,Standard,No,No,14,Cash,Every 3 Months
1873,T-shirt,Clothing,64,M,Lavender,Summer,4.6,No,Standard,No,No,24,Credit Card,Monthly
1874,Sweater,Clothing,44,XL,Red,Fall,2.9,No,Express,No,No,49,Bank Transfer,Weekly
1875,Pants,Clothing,33,L,Purple,Fall,3.6,No,Free Shipping,No,No,14,Cash,Weekly
1876,Boots,Footwear,71,M,Brown,Winter,3.9,No,Next Day Air,No,No,6,Credit Card,Quarterly
1877,Skirt,Clothing,36,M,Gray,Fall,2.6,No,Standard,No,No,20,Venmo,Quarterly
1878,Gloves,Accessories,62,L,Pink,Fall,3.6,No,Express,No,No,3,Credit Card,Annually
1879,Socks,Clothing,29,L,Magenta,Summer,3.4,No,Store Pickup,No,No,5,Credit Card,Monthly
1880,T-shirt,Clothing,33,L,Charcoal,Spring,3.5,No,Express,No,No,46,Cash,Bi-Weekly
1881,Blouse,Clothing,33,L,Yellow,Fall,3.1,No,2-Day Shipping,No,No,8,Debit Card,Monthly
1882,Blouse,Clothing,41,M,Red,Winter,4.3,No,Standard,No,No,13,Cash,Bi-Weekly
1883,Scarf,Accessories,54,L,Blue,Winter,5,No,Store Pickup,No,No,25,Bank Transfer,Quarterly
1884,Backpack,Accessories,58,M,Cyan,Spring,4.9,No,Store Pickup,No,No,39,Debit Card,Fortnightly
1885,Shorts,Clothing,30,S,Pink,Summer,4.3,No,Next Day Air,No,No,15,Bank Transfer,Bi-Weekly
1886,Jewelry,Accessories,53,S,Maroon,Winter,4.4,No,Standard,No,No,35,Cash,Monthly
1887,Gloves,Accessories,91,L,Beige,Spring,4.4,No,Next Day Air,No,No,46,Cash,Bi-Weekly
1888,Hoodie,Clothing,44,XL,Gold,Fall,3.5,No,Express,No,No,3,PayPal,Monthly
1889,Hoodie,Clothing,89,XL,Turquoise,Winter,3.4,No,Free Shipping,No,No,48,Credit Card,Weekly
1890,Skirt,Clothing,57,L,Peach,Spring,2.5,No,Next Day Air,No,No,27,Bank Transfer,Weekly
1891,Sunglasses,Accessories,57,M,Lavender,Spring,3.4,No,Store Pickup,No,No,5,Credit Card,Weekly
1892,Jewelry,Accessories,74,M,Gray,Summer,2.6,No,Next Day Air,No,No,48,Debit Card,Quarterly
1893,Jacket,Outerwear,30,M,Blue,Fall,4.6,No,2-Day Shipping,No,No,12,Venmo,Weekly
1894,Dress,Clothing,20,L,Red,Summer,3.7,No,Express,No,No,10,PayPal,Fortnightly
1895,Hoodie,Clothing,90,M,Purple,Fall,2.5,No,Free Shipping,No,No,48,Debit Card,Bi-Weekly
1896,Jeans,Clothing,61,L,Indigo,Fall,4.5,No,Express,No,No,3,Debit Card,Monthly
1897,Sandals,Footwear,51,M,Gold,Fall,2.9,No,Standard,No,No,19,Venmo,Monthly
1898,Sunglasses,Accessories,97,L,Teal,Winter,2.9,No,Free Shipping,No,No,11,Debit Card,Fortnightly
1899,Pants,Clothing,97,L,Magenta,Fall,3.5,No,Next Day Air,No,No,25,Venmo,Monthly
1900,Shorts,Clothing,40,L,Maroon,Winter,4.2,No,Store Pickup,No,No,42,PayPal,Weekly
1901,Jewelry,Accessories,85,S,Blue,Summer,3.3,No,Free Shipping,No,No,34,Cash,Quarterly
1902,Socks,Clothing,76,S,Beige,Winter,3.9,No,Store Pickup,No,No,50,Cash,Quarterly
1903,Sandals,Footwear,22,S,Olive,Spring,5,No,Store Pickup,No,No,21,Venmo,Monthly
1904,Pants,Clothing,63,M,Gold,Summer,3.3,No,Standard,No,No,37,Bank Transfer,Weekly
1905,T-shirt,Clothing,71,S,Silver,Spring,4.2,No,Free Shipping,No,No,46,Cash,Monthly
1906,Boots,Footwear,35,M,Teal,Summer,4.9,No,2-Day Shipping,No,No,14,Bank Transfer,Fortnightly
1907,Backpack,Accessories,30,M,Green,Spring,4.6,No,2-Day Shipping,No,No,24,PayPal,Fortnightly
1908,Skirt,Clothing,74,L,Orange,Fall,4.8,No,Store Pickup,No,No,36,Credit Card,Every 3 Months
1909,Scarf,Accessories,71,XL,Charcoal,Winter,2.7,No,Next Day Air,No,No,19,Debit Card,Bi-Weekly
1910,Sweater,Clothing,84,S,Black,Spring,4.3,No,Store Pickup,No,No,12,Credit Card,Monthly
1911,Sandals,Footwear,38,S,Yellow,Fall,3.8,No,Express,No,No,13,Debit Card,Quarterly
1912,Jewelry,Accessories,81,M,Gray,Spring,4.9,No,Express,No,No,32,Debit Card,Bi-Weekly
1913,Sweater,Clothing,56,S,Charcoal,Winter,3.4,No,2-Day Shipping,No,No,5,Credit Card,Bi-Weekly
1914,Skirt,Clothing,48,M,Peach,Winter,3.6,No,Express,No,No,29,Cash,Annually
1915,Shorts,Clothing,97,L,Green,Fall,3.4,No,Standard,No,No,40,Credit Card,Fortnightly
1916,Backpack,Accessories,74,M,Magenta,Fall,4.7,No,2-Day Shipping,No,No,44,Cash,Weekly
1917,Hoodie,Clothing,50,S,Beige,Winter,3,No,Next Day Air,No,No,3,Debit Card,Bi-Weekly
1918,Skirt,Clothing,71,L,Black,Winter,3.4,No,Free Shipping,No,No,35,PayPal,Bi-Weekly
1919,Skirt,Clothing,33,S,Purple,Summer,4.6,No,Standard,No,No,33,Debit Card,Monthly
1920,Backpack,Accessories,56,M,Olive,Summer,3.1,No,Express,No,No,20,PayPal,Bi-Weekly
1921,Blouse,Clothing,84,M,Purple,Spring,2.8,No,Standard,No,No,40,Cash,Every 3 Months
1922,Shirt,Clothing,36,M,Green,Fall,3.5,No,Store Pickup,No,No,13,Venmo,Annually
1923,Gloves,Accessories,63,S,Peach,Summer,4.6,No,Standard,No,No,9,PayPal,Monthly
1924,Sandals,Footwear,36,XL,Blue,Summer,4.3,No,Standard,No,No,7,Cash,Annually
1925,Jacket,Outerwear,63,M,Gray,Fall,4.8,No,Free Shipping,No,No,42,PayPal,Quarterly
1926,Sneakers,Footwear,32,L,Black,Winter,2.9,No,Express,No,No,44,Credit Card,Fortnightly
1927,Backpack,Accessories,93,M,Silver,Spring,3,No,Express,No,No,6,PayPal,Annually
1928,Pants,Clothing,29,M,Pink,Summer,2.9,No,Standard,No,No,8,Cash,Every 3 Months
1929,Sunglasses,Accessories,92,S,Lavender,Summer,3.7,No,Standard,No,No,10,PayPal,Weekly
1930,Jeans,Clothing,33,L,Brown,Fall,4.7,No,Standard,No,No,46,Venmo,Quarterly
1931,Pants,Clothing,52,L,Turquoise,Spring,3.5,No,Store Pickup,No,No,26,Cash,Weekly
1932,Jewelry,Accessories,42,S,Olive,Spring,2.7,No,Store Pickup,No,No,6,Debit Card,Every 3 Months
1933,Hoodie,Clothing,36,M,White,Spring,5,No,Free Shipping,No,No,47,Credit Card,Every 3 Months
1934,Sandals,Footwear,67,L,Violet,Summer,4.1,No,Next Day Air,No,No,28,Venmo,Annually
1935,Jacket,Outerwear,43,L,Gold,Winter,2.7,No,Free Shipping,No,No,23,Bank Transfer,Annually
1936,Blouse,Clothing,68,XL,Violet,Spring,4.8,No,Free Shipping,No,No,45,Cash,Fortnightly
1937,Jewelry,Accessories,60,S,Teal,Summer,4.3,No,2-Day Shipping,No,No,44,PayPal,Every 3 Months
1938,Socks,Clothing,53,M,Olive,Summer,4.5,No,2-Day Shipping,No,No,11,Bank Transfer,Monthly
1939,Jeans,Clothing,23,L,Blue,Spring,3.8,No,Standard,No,No,39,Debit Card,Bi-Weekly
1940,Gloves,Accessories,57,L,Magenta,Winter,3.7,No,Store Pickup,No,No,20,PayPal,Every 3 Months
1941,Hat,Accessories,89,L,Gray,Fall,3.9,No,2-Day Shipping,No,No,48,PayPal,Fortnightly
1942,Shoes,Footwear,99,XL,Peach,Winter,3.3,No,Standard,No,No,46,Credit Card,Quarterly
1943,Pants,Clothing,28,M,Cyan,Fall,3.4,No,Express,No,No,22,PayPal,Monthly
1944,Socks,Clothing,53,L,Violet,Summer,3.8,No,Next Day Air,No,No,45,Cash,Annually
1945,Hoodie,Clothing,45,M,Gold,Winter,2.7,No,Free Shipping,No,No,49,Cash,Every 3 Months
1946,Hoodie,Clothing,38,M,Gold,Winter,2.9,No,2-Day Shipping,No,No,9,Credit Card,Every 3 Months
1947,Pants,Clothing,49,M,White,Summer,4.5,No,Standard,No,No,41,Credit Card,Quarterly
1948,Shirt,Clothing,32,M,Gray,Summer,2.6,No,Store Pickup,No,No,2,PayPal,Monthly
1949,T-shirt,Clothing,37,L,Brown,Winter,3.1,No,Next Day Air,No,No,39,PayPal,Bi-Weekly
1950,Dress,Clothing,80,L,Gray,Winter,4.7,No,Store Pickup,No,No,12,PayPal,Quarterly
1951,Backpack,Accessories,78,L,Blue,Summer,4.6,No,Free Shipping,No,No,26,PayPal,Every 3 Months
1952,Gloves,Accessories,53,L,Gold,Summer,2.7,No,Next Day Air,No,No,32,Bank Transfer,Bi-Weekly
1953,Shoes,Footwear,82,L,Yellow,Summer,4.6,No,2-Day Shipping,No,No,50,Cash,Bi-Weekly
1954,Skirt,Clothing,33,XL,Green,Spring,4.8,No,Standard,No,No,3,PayPal,Fortnightly
1955,Gloves,Accessories,77,M,Pink,Winter,4.2,No,Free Shipping,No,No,3,Venmo,Quarterly
1956,Hoodie,Clothing,56,M,Pink,Winter,4.9,No,Express,No,No,37,Cash,Monthly
1957,Socks,Clothing,37,M,Pink,Winter,4.9,No,Express,No,No,20,Credit Card,Fortnightly
1958,Gloves,Accessories,54,M,Cyan,Spring,4.5,No,Store Pickup,No,No,26,Cash,Bi-Weekly
1959,Shorts,Clothing,67,M,Gray,Winter,2.7,No,Store Pickup,No,No,47,Cash,Quarterly
1960,Shoes,Footwear,90,M,White,Fall,3.1,No,Store Pickup,No,No,7,Credit Card,Every 3 Months
1961,Jeans,Clothing,72,L,Red,Summer,3.3,No,2-Day Shipping,No,No,40,Credit Card,Annually
1962,Boots,Footwear,59,L,Black,Summer,2.6,No,Free Shipping,No,No,45,Debit Card,Quarterly
1963,Hat,Accessories,45,M,Silver,Fall,4.4,No,Standard,No,No,20,PayPal,Fortnightly
1964,Shorts,Clothing,30,L,Pink,Spring,3.9,No,Standard,No,No,11,Credit Card,Weekly
1965,Pants,Clothing,51,S,Cyan,Summer,4.6,No,Express,No,No,50,Debit Card,Monthly
1966,Sweater,Clothing,90,M,White,Fall,4.9,No,Express,No,No,25,Debit Card,Quarterly
1967,Jacket,Outerwear,95,XL,Purple,Winter,3.7,No,Express,No,No,5,Credit Card,Fortnightly
1968,Dress,Clothing,81,L,Yellow,Fall,3.7,No,Standard,No,No,4,Venmo,Annually
1969,Shirt,Clothing,70,S,Blue,Spring,4.2,No,Standard,No,No,25,Credit Card,Weekly
1970,Dress,Clothing,32,S,Cyan,Winter,3.5,No,Next Day Air,No,No,11,Bank Transfer,Fortnightly
1971,Belt,Accessories,94,M,Indigo,Spring,2.9,No,Next Day Air,No,No,4,Credit Card,Bi-Weekly
1972,Hat,Accessories,29,XL,Indigo,Spring,3.4,No,Next Day Air,No,No,1,Venmo,Monthly
1973,Backpack,Accessories,31,M,Silver,Summer,3.3,No,Express,No,No,48,PayPal,Every 3 Months
1974,Skirt,Clothing,20,XL,Red,Fall,4.5,No,Standard,No,No,9,Venmo,Every 3 Months
1975,Gloves,Accessories,44,M,Peach,Winter,4.6,No,2-Day Shipping,No,No,2,PayPal,Fortnightly
1976,Jacket,Outerwear,77,L,Turquoise,Fall,2.9,No,Express,No,No,4,Cash,Quarterly
1977,Handbag,Accessories,51,M,Pink,Spring,3.2,No,Next Day Air,No,No,43,PayPal,Fortnightly
1978,Sandals,Footwear,49,M,Teal,Summer,2.6,No,Free Shipping,No,No,32,Bank Transfer,Annually
1979,Sunglasses,Accessories,78,L,Magenta,Spring,3.8,No,Store Pickup,No,No,1,Cash,Quarterly
1980,Jeans,Clothing,98,L,Blue,Spring,2.8,No,Store Pickup,No,No,38,Debit Card,Fortnightly
1981,Sandals,Footwear,94,M,Green,Winter,4.4,No,Store Pickup,No,No,25,PayPal,Fortnightly
1982,Shoes,Footwear,91,L,Violet,Summer,4.7,No,Express,No,No,42,PayPal,Quarterly
1983,Sunglasses,Accessories,77,M,Turquoise,Summer,2.7,No,2-Day Shipping,No,No,32,PayPal,Monthly
1984,Scarf,Accessories,97,M,Pink,Summer,2.6,No,Next Day Air,No,No,21,Debit Card,Quarterly
1985,Skirt,Clothing,58,M,Black,Summer,3.4,No,2-Day Shipping,No,No,26,PayPal,Fortnightly
1986,Gloves,Accessories,97,M,Gold,Spring,3.9,No,2-Day Shipping,No,No,6,Credit Card,Fortnightly
1987,Coat,Outerwear,48,L,Green,Summer,3.4,No,2-Day Shipping,No,No,14,Venmo,Quarterly
1988,Belt,Accessories,23,XL,White,Summer,3.4,No,Express,No,No,4,Cash,Quarterly
1989,Pants,Clothing,79,M,Gold,Winter,3.9,No,Free Shipping,No,No,26,Bank Transfer,Weekly
1990,Jewelry,Accessories,42,S,Charcoal,Spring,4,No,Express,No,No,39,PayPal,Bi-Weekly
1991,Backpack,Accessories,95,L,White,Spring,3.4,No,2-Day Shipping,No,No,15,PayPal,Annually
1992,Sneakers,Footwear,29,M,Brown,Summer,3.7,No,Next Day Air,No,No,1,Venmo,Every 3 Months
1993,Hoodie,Clothing,98,L,Gold,Winter,4.9,No,2-Day Shipping,No,No,28,Venmo,Monthly
1994,Blouse,Clothing,96,S,Purple,Spring,5,No,Express,No,No,17,Cash,Weekly
1995,Sunglasses,Accessories,66,M,Brown,Fall,2.9,No,Next Day Air,No,No,24,Credit Card,Weekly
1996,Boots,Footwear,80,S,Teal,Spring,3,No,Standard,No,No,29,Debit Card,Quarterly
1997,Sneakers,Footwear,27,L,Indigo,Summer,3.3,No,Next Day Air,No,No,18,Cash,Every 3 Months
1998,Backpack,Accessories,25,M,Purple,Fall,4.7,No,Express,No,No,10,Debit Card,Bi-Weekly
1999,Pants,Clothing,45,M,Orange,Fall,3.4,No,2-Day Shipping,No,No,19,Cash,Quarterly
2000,Socks,Clothing,89,L,Indigo,Winter,4.6,No,2-Day Shipping,No,No,26,Debit Card,Monthly
2001,Belt,Accessories,27,M,Lavender,Winter,3.6,No,2-Day Shipping,No,No,25,Cash,Bi-Weekly
2002,Sunglasses,Accessories,90,S,Purple,Winter,2.6,No,Free Shipping,No,No,2,Debit Card,Fortnightly
2003,Shirt,Clothing,65,M,Red,Summer,2.7,No,Express,No,No,19,PayPal,Every 3 Months
2004,Sneakers,Footwear,72,S,Blue,Spring,3.1,No,Express,No,No,32,Cash,Quarterly
2005,Shoes,Footwear,70,L,Blue,Fall,3.2,No,2-Day Shipping,No,No,13,Cash,Bi-Weekly
2006,Sandals,Footwear,82,M,Cyan,Winter,3.4,No,Store Pickup,No,No,30,PayPal,Fortnightly
2007,Scarf,Accessories,97,S,Pink,Fall,4.4,No,Express,No,No,2,Credit Card,Annually
2008,Shirt,Clothing,25,M,Silver,Summer,3.2,No,2-Day Shipping,No,No,8,PayPal,Quarterly
2009,Skirt,Clothing,48,M,Gray,Spring,2.5,No,Free Shipping,No,No,27,PayPal,Every 3 Months
2010,Boots,Footwear,99,M,Indigo,Summer,3.8,No,Next Day Air,No,No,26,Venmo,Bi-Weekly
2011,Sweater,Clothing,21,M,Maroon,Summer,4.4,No,2-Day Shipping,No,No,3,Debit Card,Bi-Weekly
2012,Sandals,Footwear,94,M,Beige,Spring,3.7,No,Express,No,No,4,Bank Transfer,Monthly
2013,Jeans,Clothing,53,L,Green,Fall,3.2,No,Store Pickup,No,No,5,Cash,Fortnightly
2014,Backpack,Accessories,70,M,Peach,Winter,4.9,No,Standard,No,No,25,Debit Card,Quarterly
2015,Skirt,Clothing,26,L,Black,Summer,3.9,No,Standard,No,No,47,PayPal,Bi-Weekly
2016,Belt,Accessories,82,S,Pink,Summer,4.5,No,Next Day Air,No,No,8,Credit Card,Fortnightly
2017,Shoes,Footwear,47,S,Violet,Winter,3.4,No,Standard,No,No,20,Debit Card,Fortnightly
2018,Socks,Clothing,32,S,Green,Winter,4.1,No,Next Day Air,No,No,42,Bank Transfer,Every 3 Months
2019,Backpack,Accessories,97,S,Gold,Fall,4.5,No,Store Pickup,No,No,20,Bank Transfer,Weekly
2020,Shirt,Clothing,68,S,Red,Winter,4.7,No,Store Pickup,No,No,23,Cash,Fortnightly
2021,Sweater,Clothing,23,M,Beige,Winter,4.8,No,Next Day Air,No,No,26,Cash,Quarterly
2022,Handbag,Accessories,33,M,Green,Winter,4.4,No,Standard,No,No,48,Venmo,Quarterly
2023,Jewelry,Accessories,38,S,Black,Winter,4,No,Store Pickup,No,No,16,Cash,Bi-Weekly
2024,Socks,Clothing,68,S,Teal,Winter,4.1,No,Store Pickup,No,No,28,Cash,Bi-Weekly
2025,Socks,Clothing,23,L,Silver,Fall,3.7,No,Express,No,No,39,PayPal,Weekly
2026,Shirt,Clothing,29,M,Turquoise,Summer,3,No,Express,No,No,43,Debit Card,Fortnightly
2027,Scarf,Accessories,35,M,Orange,Winter,3.6,No,Express,No,No,45,Bank Transfer,Every 3 Months
2028,Shoes,Footwear,73,S,Gold,Fall,4.8,No,Standard,No,No,50,Credit Card,Every 3 Months
2029,Shoes,Footwear,84,XL,Purple,Fall,3.7,No,2-Day Shipping,No,No,10,Venmo,Bi-Weekly
2030,Scarf,Accessories,23,M,Pink,Spring,4.6,No,Next Day Air,No,No,40,PayPal,Quarterly
2031,Sunglasses,Accessories,67,S,Green,Summer,2.8,No,Standard,No,No,38,Credit Card,Monthly
2032,Socks,Clothing,51,L,Charcoal,Spring,4,No,Standard,No,No,2,Credit Card,Monthly
2033,Blouse,Clothing,36,M,Maroon,Winter,4.2,No,Next Day Air,No,No,13,Cash,Annually
2034,Jeans,Clothing,55,L,Olive,Summer,3.6,No,Express,No,No,33,Venmo,Annually
2035,Shorts,Clothing,30,M,Peach,Spring,2.9,No,Store Pickup,No,No,27,PayPal,Monthly
2036,T-shirt,Clothing,70,S,Yellow,Summer,4.1,No,Express,No,No,43,Bank Transfer,Weekly
2037,Blouse,Clothing,63,S,Lavender,Winter,3.1,No,Next Day Air,No,No,46,Cash,Weekly
2038,Belt,Accessories,87,S,Green,Summer,4.3,No,Express,No,No,7,Venmo,Bi-Weekly
2039,Blouse,Clothing,70,L,Orange,Spring,4.4,No,Next Day Air,No,No,35,Credit Card,Fortnightly
2040,T-shirt,Clothing,51,M,Olive,Spring,3.1,No,Next Day Air,No,No,31,Debit Card,Bi-Weekly
2041,Jewelry,Accessories,25,XL,Gray,Spring,2.9,No,Free Shipping,No,No,42,Venmo,Quarterly
2042,Jacket,Outerwear,32,S,Lavender,Winter,3.2,No,Next Day Air,No,No,14,PayPal,Bi-Weekly
2043,Shoes,Footwear,52,M,Red,Spring,4,No,2-Day Shipping,No,No,35,Venmo,Monthly
2044,Gloves,Accessories,33,M,Charcoal,Summer,2.7,No,Standard,No,No,49,PayPal,Weekly
2045,Jeans,Clothing,68,L,Orange,Spring,3,No,Free Shipping,No,No,17,PayPal,Fortnightly
2046,Jewelry,Accessories,20,M,Red,Fall,4.4,No,Express,No,No,26,PayPal,Quarterly
2047,Pants,Clothing,32,M,Maroon,Winter,2.8,No,Free Shipping,No,No,30,Cash,Every 3 Months
2048,Jewelry,Accessories,82,M,Silver,Summer,3.1,No,Store Pickup,No,No,32,Cash,Annually
2049,Sneakers,Footwear,64,XL,Pink,Winter,3.9,No,Express,No,No,35,Bank Transfer,Quarterly
2050,Boots,Footwear,24,L,Blue,Fall,2.7,No,Standard,No,No,15,Venmo,Annually
2051,Hat,Accessories,96,M,Teal,Summer,3.4,No,Store Pickup,No,No,10,Debit Card,Annually
2052,T-shirt,Clothing,94,L,Black,Spring,3.8,No,Free Shipping,No,No,14,Credit Card,Monthly
2053,Backpack,Accessories,48,M,Gray,Winter,3.7,No,2-Day Shipping,No,No,30,Bank Transfer,Annually
2054,Sunglasses,Accessories,60,S,Purple,Spring,4.5,No,2-Day Shipping,No,No,16,Credit Card,Fortnightly
2055,Sweater,Clothing,56,XL,Gold,Spring,2.9,No,Express,No,No,14,PayPal,Annually
2056,Handbag,Accessories,33,M,Silver,Fall,3.4,No,2-Day Shipping,No,No,28,Bank Transfer,Weekly
2057,Backpack,Accessories,46,L,Blue,Spring,4.4,No,2-Day Shipping,No,No,29,PayPal,Monthly
2058,Socks,Clothing,37,L,Yellow,Spring,4.2,No,Standard,No,No,5,PayPal,Every 3 Months
2059,Shirt,Clothing,98,M,Brown,Winter,3.3,No,Store Pickup,No,No,17,Bank Transfer,Quarterly
2060,Shorts,Clothing,50,XL,Beige,Spring,3.7,No,Express,No,No,50,PayPal,Weekly
2061,Belt,Accessories,63,M,Blue,Fall,3.2,No,Next Day Air,No,No,23,Bank Transfer,Quarterly
2062,Sweater,Clothing,70,S,Magenta,Summer,2.6,No,Store Pickup,No,No,22,Debit Card,Annually
2063,Coat,Outerwear,63,L,Silver,Fall,2.8,No,Standard,No,No,15,Cash,Quarterly
2064,Shorts,Clothing,86,M,Cyan,Fall,2.9,No,Standard,No,No,32,Cash,Monthly
2065,Shoes,Footwear,99,M,Green,Summer,4,No,2-Day Shipping,No,No,5,Bank Transfer,Monthly
